stimID,stimFilename,reactionFilename,obsID,movie,gender,obsRace,visit,storyteller_label_attn_check,storyteller_label_student_yes,EAcorr,EArmse,compassion,stimRace,Ideology,age,cond,SES,RemoveMisLabeled1,EAcorrRaw,EArmseRaw,compassionRaw,Movie2
113,user_38_testimonial_37_stimuli_113_.mp4,user_304_experiment_78_reaction_2343_.mp4,304,Moneyball,woman,"White",2,Formerly Incarcerated,0,0.648593846787397,27.5804802703079,100,Black,OtherRight,54,Control,6,0,0.648593846787397,27.5804802703079,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_307_experiment_81_reaction_2873_.mp4,307,Moneyball,man,"Black or African American",2,Student,1,0.95478846744083,18.6324746263689,80,Black,Liberal,68,Control,1,0,0.95478846744083,18.6324746263689,80,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_308_experiment_82_reaction_2174_.mp4,308,Concussion,man,"Black or African American",2,Formerly Incarcerated,0,0.613001721119181,28.3546410542357,100,Black,OtherRight,48,Control,NaN,0,0.613001721119181,28.3546410542357,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_321_experiment_95_reaction_2305_.mp4,321,Just Mercy,man,"Black or African American",2,Student,1,-0.397139457582484,39.7613349731627,100,Black,OtherRight,30,Intervention,5,0,-0.397139457582484,39.7613349731627,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_324_experiment_98_reaction_2416_.mp4,324,Moneyball,man,"Asian",2,Student,1,0.0694949989255469,35.8327519415596,68,Black,OtherRight,32,Control,5,0,0.0694949989255469,35.8327519415596,68,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_335_experiment_109_reaction_2590_.mp4,335,Concussion,nonbinary,"Asian,Hispanic or Latino",2,Formerly Incarcerated,0,-0.459711828187841,44.7308147740111,78,Black,Liberal,24,Control,4,0,-0.459711828187841,44.7308147740111,78,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_338_experiment_112_reaction_2663_.mp4,338,Concussion,man,"White",2,Student,1,-0.0965699127065507,37.2785174159595,71,Black,OtherLeft,37,Control,4,0,-0.0965699127065507,37.2785174159595,71,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_340_experiment_114_reaction_2609_.mp4,340,Moneyball,man,"Asian",1,Formerly Incarcerated,0,0.391313789420254,32.8739479661911,72,Black,Liberal,22,Control,6,0,0.391313789420254,32.8739479661911,72,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_346_experiment_120_reaction_2696_.mp4,346,Moneyball,man,"Black or African American",1,Formerly Incarcerated,0,0.122917474520162,37.289318111189,100,Black,Conservative,53,Control,7,0,0.122917474520162,37.289318111189,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_351_experiment_125_reaction_2776_.mp4,351,Moneyball,nonbinary,"Black or African American",1,Formerly Incarcerated,0,-0.296586064960695,36.9032979502053,90,Black,Liberal,21,Control,4,0,-0.296586064960695,36.9032979502053,90,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_355_experiment_129_reaction_2857_.mp4,355,Moneyball,woman,"Hispanic or Latino",1,Formerly Incarcerated,0,0.00743736518696461,45.4694884168781,72,Black,Liberal,33,Control,6,0,0.00743736518696461,45.4694884168781,72,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_357_experiment_131_reaction_4359_.mp4,357,Concussion,man,"White",2,Formerly Incarcerated,0,-0.104612915323235,35.2286465184648,65,Black,Conservative,58,Control,4,0,-0.104612915323235,35.2286465184648,65,Control
113,user_38_testimonial_37_stimuli_113_.mp4,bfb418b6-6fb2-b011-3974-8f4f6a8e44c8.mp4,360,Concussion,woman,"White",1,Formerly Incarcerated,0,0.105461195452961,39.1005349479629,78,Black,Conservative,79,Control,NaN,0,0.105461195452961,39.1005349479629,78,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_361_experiment_135_reaction_3367_.mp4,361,Just Mercy,man,"White",2,Student,1,-0.385995705486586,40.6113963779387,16,Black,Conservative,74,Intervention,NaN,0,-0.385995705486586,40.6113963779387,16,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_362_experiment_136_reaction_2975_.mp4,362,Just Mercy,woman,"White",1,Formerly Incarcerated,0,0.25597380034287,34.5605530817828,100,Black,Conservative,67,Intervention,7,0,0.25597380034287,34.5605530817828,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_373_experiment_147_reaction_3230_.mp4,373,Moneyball,woman,"Black or African American",1,Formerly Incarcerated,0,0.342868151579749,50.6437616032959,99,Black,Liberal,69,Control,6,0,0.342868151579749,50.6437616032959,99,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_375_experiment_149_reaction_3280_.mp4,375,Moneyball,man,"Hispanic or Latino,White",1,Formerly Incarcerated,0,-0.579443948761695,37.0084382946397,100,Black,Liberal,43,Control,NaN,0,-0.579443948761695,37.0084382946397,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_378_experiment_152_reaction_3343_.mp4,378,Concussion,man,"White",1,Formerly Incarcerated,0,0.623349073587127,52.5017477285192,100,Black,OtherRight,49,Control,1,0,0.623349073587127,52.5017477285192,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_383_experiment_157_reaction_3601_.mp4,383,Moneyball,man,"Hispanic or Latino",2,Student,1,0.393877121567287,31.7071493781208,100,Black,Liberal,28,Control,7,0,0.393877121567287,31.7071493781208,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_386_experiment_160_reaction_3513_.mp4,386,Just Mercy,woman,"Black or African American",2,Formerly Incarcerated,1,NaN,NaN,NaN,Black,Conservative,47,Intervention,5,1,-0.0724165416403545,36.3384169954075,68,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_387_experiment_161_reaction_3521_.mp4,387,Moneyball,woman,"White",1,Student,1,0.717236618918513,24.5912924654577,92,Black,Liberal,71,Control,NaN,0,0.717236618918513,24.5912924654577,92,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_390_experiment_164_reaction_3744_.mp4,390,Just Mercy,man,"Asian",2,Student,1,-0.20746751323413,38.312394824143,78,Black,Liberal,23,Intervention,5,0,-0.20746751323413,38.312394824143,78,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_393_experiment_167_reaction_3783_.mp4,393,Just Mercy,woman,"Black or African American",2,Student,1,-0.313506217890912,42.8668027337366,100,Black,Conservative,51,Intervention,7,0,-0.313506217890912,42.8668027337366,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_402_experiment_176_reaction_3974_.mp4,402,Moneyball,man,"Black or African American",1,Formerly Incarcerated,0,-0.308175735679606,46.3958549358609,98,Black,Conservative,43,Control,3,0,-0.308175735679606,46.3958549358609,98,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_408_experiment_182_reaction_4086_.mp4,408,Moneyball,man,"White",2,Formerly Incarcerated,0,0.65796525701981,27.7992650115875,96,Black,Liberal,57,Control,5,0,0.65796525701981,27.7992650115875,96,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_410_experiment_184_reaction_4198_.mp4,410,Concussion,man,"White",2,Student,1,0.506253174255235,34.6820252891142,100,Black,OtherLeft,25,Control,4,0,0.506253174255235,34.6820252891142,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_416_experiment_190_reaction_4318_.mp4,416,Moneyball,man,"White",2,Formerly Incarcerated,0,0.19471017674597,37.5851899086995,88,Black,OtherRight,63,Control,8,0,0.19471017674597,37.5851899086995,88,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_430_experiment_204_reaction_6224_.mp4,430,Moneyball,woman,"White",1,Student,1,0.553154565242426,29.5666048221483,77,Black,Liberal,23,Control,5,0,0.553154565242426,29.5666048221483,77,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_431_experiment_205_reaction_6278_.mp4,431,Just Mercy,man,"White",2,Student,1,0.0876727236056338,35.3109362317608,81,Black,Liberal,46,Intervention,3,0,0.0876727236056338,35.3109362317608,81,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_436_experiment_210_reaction_6606_.mp4,436,Just Mercy,woman,"Black or African American",2,Formerly Incarcerated,0,-0.18350425497372,38.7734089553897,96,Black,Liberal,21,Intervention,6,0,-0.18350425497372,38.7734089553897,96,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_439_experiment_213_reaction_6720_.mp4,439,Concussion,man,"Hispanic or Latino",2,Student,1,-0.402370557012495,42.2875418824813,100,Black,Conservative,30,Control,5,0,-0.402370557012495,42.2875418824813,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_440_experiment_214_reaction_6311_.mp4,440,Concussion,woman,"White",1,Formerly Incarcerated,0,0.115006293799557,34.5369980750619,54,Black,Liberal,57,Control,6,0,0.115006293799557,34.5369980750619,54,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_441_experiment_215_reaction_6481_.mp4,441,Moneyball,woman,"Black or African American",2,Formerly Incarcerated,0,0.524997152116351,35.8725406441235,82,Black,Liberal,40,Control,NaN,0,0.524997152116351,35.8725406441235,82,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_443_experiment_217_reaction_6342_.mp4,443,Just Mercy,woman,"White",1,Formerly Incarcerated,0,0.207741459726539,34.7465331139294,71,Black,OtherLeft,21,Intervention,9,0,0.207741459726539,34.7465331139294,71,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_452_experiment_226_reaction_6448_.mp4,452,Just Mercy,man,"White",1,Neither,1,NaN,NaN,NaN,Black,Liberal,51,Intervention,4,1,0.899858835606482,27.4405674614108,73,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_455_experiment_229_reaction_8937_.mp4,455,Concussion,man,"White",2,Student,1,-0.0162305103321803,46.1630974156799,85,Black,Conservative,38,Control,3,0,-0.0162305103321803,46.1630974156799,85,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_457_experiment_231_reaction_6824_.mp4,457,Concussion,woman,"Black or African American",2,Student,1,0.336730254539651,39.2198245724508,74,Black,Liberal,24,Control,6,0,0.336730254539651,39.2198245724508,74,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_459_experiment_233_reaction_6528_.mp4,459,Just Mercy,woman,"Hispanic or Latino",1,Student,1,0.473718582302318,30.0922134377522,100,Black,Liberal,31,Intervention,4,0,0.473718582302318,30.0922134377522,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_463_experiment_237_reaction_8358_.mp4,463,Just Mercy,woman,"White",2,Formerly Incarcerated,0,0.950170454357274,22.9680877864428,90,Black,Conservative,69,Intervention,8,0,0.950170454357274,22.9680877864428,90,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,8b239e57-315a-a5d3-784c-c00b24d31725.mp4,466,Moneyball,woman,"Asian",2,Student,1,-0.302469935550722,37.1970157776486,59,Black,Liberal,23,Control,4,0,-0.302469935550722,37.1970157776486,59,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_467_experiment_241_reaction_6809_.mp4,467,Moneyball,man,"White",2,Student,1,-0.0180199386783773,39.6206551840466,82,Black,Liberal,34,Control,2,0,-0.0180199386783773,39.6206551840466,82,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_468_experiment_242_reaction_6935_.mp4,468,Just Mercy,woman,"Hispanic or Latino,White",2,Student,1,0.92718584547909,13.328483672858,100,Black,Liberal,44,Intervention,6,0,0.92718584547909,13.328483672858,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_470_experiment_244_reaction_6657_.mp4,470,Just Mercy,woman,"White",1,Student,1,0.0157190162658462,36.4963351932983,70,Black,Conservative,35,Intervention,5,0,0.0157190162658462,36.4963351932983,70,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_480_experiment_254_reaction_8399_.mp4,480,Just Mercy,woman,"White",2,Formerly Incarcerated,0,-0.22220646675835,40.6778718910986,71,Black,Conservative,58,Intervention,NaN,0,-0.22220646675835,40.6778718910986,71,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_482_experiment_256_reaction_7999_.mp4,482,Concussion,woman,"White",2,Student,1,0.773394148816241,24.8019658311934,82,Black,Conservative,67,Control,5,0,0.773394148816241,24.8019658311934,82,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_484_experiment_258_reaction_6950_.mp4,484,Moneyball,woman,"Black or African American,White",2,Formerly Incarcerated,0,0.350107948800096,38.2620715116692,96,Black,Liberal,23,Control,3,0,0.350107948800096,38.2620715116692,96,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_487_experiment_261_reaction_9425_.mp4,487,Concussion,man,"Black or African American",2,Student,1,0.765635670453906,24.096185584423,100,Black,Liberal,31,Control,5,0,0.765635670453906,24.096185584423,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_490_experiment_264_reaction_6870_.mp4,490,Just Mercy,man,"White",1,Formerly Incarcerated,0,0.199591326730395,40.8040333276316,57,Black,Conservative,58,Intervention,6,0,0.199591326730395,40.8040333276316,57,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_496_experiment_270_reaction_6999_.mp4,496,Just Mercy,man,"White",1,Formerly Incarcerated,0,0.0869419242714866,41.5439161371617,100,Black,OtherLeft,21,Intervention,4,0,0.0869419242714866,41.5439161371617,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_500_experiment_274_reaction_7065_.mp4,500,Just Mercy,woman,"Hispanic or Latino",1,Formerly Incarcerated,0,-0.380592911325113,37.8194277528254,71,Black,OtherRight,31,Intervention,7,0,-0.380592911325113,37.8194277528254,71,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_502_experiment_276_reaction_7353_.mp4,502,Moneyball,nonbinary,"Black or African American",2,Formerly Incarcerated,1,NaN,NaN,NaN,Black,Liberal,33,Control,3,1,-0.0339047140863115,43.967802685101,92,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_503_experiment_277_reaction_7247_.mp4,503,Moneyball,woman,"White",2,Formerly Incarcerated,0,-0.163646164707319,48.2632133833148,80,Black,Liberal,59,Control,6,0,-0.163646164707319,48.2632133833148,80,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_507_experiment_281_reaction_7177_.mp4,507,Moneyball,woman,"Black or African American",1,Formerly Incarcerated,0,0.890644090569877,16.4453910627274,95,Black,Conservative,66,Control,2,0,0.890644090569877,16.4453910627274,95,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_508_experiment_282_reaction_7617_.mp4,508,Just Mercy,woman,"Hispanic or Latino",2,Student,1,0.468510953732144,34.9945076128611,100,Black,OtherLeft,25,Intervention,NaN,0,0.468510953732144,34.9945076128611,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_513_experiment_287_reaction_8080_.mp4,513,Just Mercy,other,"White",2,Formerly Incarcerated,0,0.879901533893542,22.4640069799895,85,Black,OtherLeft,20,Intervention,5,0,0.879901533893542,22.4640069799895,85,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_515_experiment_289_reaction_7296_.mp4,515,Concussion,man,"White",1,Student,1,0.513462790672854,29.8232855217694,78,Black,Liberal,58,Control,4,0,0.513462790672854,29.8232855217694,78,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_517_experiment_291_reaction_7489_.mp4,517,Concussion,woman,"White",2,Student,1,0.79013805198755,24.3896579991269,100,Black,Conservative,64,Control,3,0,0.79013805198755,24.3896579991269,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_521_experiment_295_reaction_7847_.mp4,521,Moneyball,woman,"Black or African American",2,Formerly Incarcerated,0,-0.235404854431393,41.2176906890379,80,Black,Conservative,20,Control,5,0,-0.235404854431393,41.2176906890379,80,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_526_experiment_300_reaction_7528_.mp4,526,Moneyball,woman,"American Indian,Hispanic or Latino",1,Student,1,0.794234317847008,22.339943080746,100,Black,Liberal,49,Control,2,0,0.794234317847008,22.339943080746,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_527_experiment_301_reaction_9671_.mp4,527,Moneyball,woman,"Hispanic or Latino",2,Formerly Incarcerated,0,0.340608495071093,32.3232780496331,97,Black,OtherLeft,25,Control,1,0,0.340608495071093,32.3232780496331,97,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_530_experiment_304_reaction_7656_.mp4,530,Just Mercy,other,"American Indian,Alaskan Native,White",1,Student,1,0.174116855818146,39.630208008113,91,Black,Liberal,63,Intervention,5,0,0.174116855818146,39.630208008113,91,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_532_experiment_306_reaction_10001_.mp4,532,Moneyball,woman,"White",2,Student,1,0.353461884948976,31.9054929982883,85,Black,OtherLeft,31,Control,2,0,0.353461884948976,31.9054929982883,85,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_533_experiment_307_reaction_7742_.mp4,533,Just Mercy,man,"Hispanic or Latino,White",1,Formerly Incarcerated,0,0.863359030423349,33.4090527128194,100,Black,Liberal,47,Intervention,NaN,0,0.863359030423349,33.4090527128194,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_534_experiment_308_reaction_7889_.mp4,534,Just Mercy,man,"American Indian",2,Formerly Incarcerated,0,0.190392531235032,45.1656797848047,71,Black,Conservative,31,Intervention,5,0,0.190392531235032,45.1656797848047,71,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_540_experiment_314_reaction_9328_.mp4,540,Concussion,man,"White",2,Student,1,0.753816966857473,22.4787402149856,89,Black,Conservative,19,Control,6,0,0.753816966857473,22.4787402149856,89,Control
113,user_38_testimonial_37_stimuli_113_.mp4,b8cb0fbf-dfb1-65be-3dd6-a41c589f5919.mp4,546,Concussion,man,"White",1,Neither,1,NaN,NaN,NaN,Black,Conservative,62,Control,NaN,1,-8.52060555798114e-05,40.0954693712345,65,Control
113,user_38_testimonial_37_stimuli_113_.mp4,8bb9a718-ed0f-173b-053a-00f84d352413.mp4,547,Just Mercy,woman,"White",2,Student,1,0.42512168164835,49.2273494686571,100,Black,Liberal,63,Intervention,3,0,0.42512168164835,49.2273494686571,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_550_experiment_324_reaction_8023_.mp4,550,Just Mercy,woman,"White",1,Student,1,0.369983118869649,31.6370757912468,64,Black,OtherRight,41,Intervention,4,0,0.369983118869649,31.6370757912468,64,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_556_experiment_330_reaction_9791_.mp4,556,Moneyball,woman,"White",2,Student,1,0.461644334070748,30.3341130809258,99,Black,Conservative,25,Control,4,0,0.461644334070748,30.3341130809258,99,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_557_experiment_331_reaction_8135_.mp4,557,Just Mercy,man,"White",1,Formerly Incarcerated,0,0.750167714529215,22.895392231605,80,Black,Conservative,34,Intervention,4,0,0.750167714529215,22.895392231605,80,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_558_experiment_332_reaction_9470_.mp4,558,Just Mercy,man,"Asian",2,Student,1,-0.228311582146021,39.1010177930797,59,Black,Liberal,21,Intervention,6,0,-0.228311582146021,39.1010177930797,59,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_571_experiment_344_reaction_8456_.mp4,571,Concussion,woman,"White",2,Formerly Incarcerated,0,-0.0118951513734535,44.597139667123,100,Black,OtherLeft,22,Control,6,0,-0.0118951513734535,44.597139667123,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_584_experiment_357_reaction_8646_.mp4,584,Just Mercy,man,"Asian",1,Formerly Incarcerated,0,0.228973934856464,39.2769501969462,100,Black,Liberal,23,Intervention,4,0,0.228973934856464,39.2769501969462,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_585_experiment_358_reaction_8689_.mp4,585,Just Mercy,woman,"White",1,Formerly Incarcerated,1,NaN,NaN,NaN,Black,Liberal,25,Intervention,3,1,0.128821813188692,42.0390207840487,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_588_experiment_361_reaction_9856_.mp4,588,Just Mercy,woman,"Asian",2,Formerly Incarcerated,0,-0.126493227570307,42.9157227512162,92,Black,OtherLeft,21,Intervention,4,0,-0.126493227570307,42.9157227512162,92,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_589_experiment_362_reaction_8880_.mp4,589,Concussion,man,"White",2,Student,1,0.77738135558987,22.9446747052508,62,Black,Liberal,40,Control,8,0,0.77738135558987,22.9446747052508,62,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_600_experiment_373_reaction_9256_.mp4,600,Moneyball,man,"White",2,Student,1,0.563483225084561,31.645399088726,99,Black,Liberal,44,Control,3,0,0.563483225084561,31.645399088726,99,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_602_experiment_375_reaction_9278_.mp4,602,Concussion,man,"White",1,Student,1,-0.393950993161136,42.8266224115093,71,Black,Conservative,36,Control,3,0,-0.393950993161136,42.8266224115093,71,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_609_experiment_382_reaction_9552_.mp4,609,Moneyball,woman,"Black or African American",2,Formerly Incarcerated,0,-0.236613644625302,42.1656754529904,81,Black,Liberal,21,Control,7,0,-0.236613644625302,42.1656754529904,81,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_615_experiment_388_reaction_9751_.mp4,615,Just Mercy,man,"White",2,Formerly Incarcerated,0,-0.0585899681333288,35.8197698152893,85,Black,Liberal,48,Intervention,4,0,-0.0585899681333288,35.8197698152893,85,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_620_experiment_393_reaction_9905_.mp4,620,Concussion,woman,"Hispanic or Latino",1,Student,1,0.000821225551305508,36.4747806067718,80,Black,Liberal,25,Control,4,0,0.000821225551305508,36.4747806067718,80,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_623_experiment_396_reaction_13953_.mp4,623,Moneyball,man,"Asian,White",2,Formerly Incarcerated,0,-0.227365698587416,37.5069525350914,85,Black,OtherLeft,26,Control,NaN,0,-0.227365698587416,37.5069525350914,85,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_628_experiment_401_reaction_12582_.mp4,628,Moneyball,man,"Black or African American,Hispanic or Latino",2,Formerly Incarcerated,1,NaN,NaN,NaN,Black,OtherRight,26,Control,6,1,0.636937725515949,28.9275188424072,68,Control
113,user_38_testimonial_37_stimuli_113_.mp4,ba21cc66-0b1b-e6a6-dec6-33ad9342a56c.mp4,631,Moneyball,woman,"Hispanic or Latino",1,Formerly Incarcerated,0,0.0992432552681072,39.4771104635966,77,Black,Liberal,49,Control,3,0,0.0992432552681072,39.4771104635966,77,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_634_experiment_407_reaction_11977_.mp4,634,Concussion,man,"White",1,Formerly Incarcerated,0,0.0144606799177908,42.0138089730169,99,Black,OtherLeft,43,Control,7,0,0.0144606799177908,42.0138089730169,99,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_636_experiment_409_reaction_12505_.mp4,636,Moneyball,man,"White",2,Formerly Incarcerated,0,0.556113755264847,29.5860150259426,75,Black,Liberal,61,Control,5,0,0.556113755264847,29.5860150259426,75,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_639_experiment_412_reaction_12007_.mp4,639,Moneyball,woman,"White",1,Formerly Incarcerated,0,0.111602466440334,45.9470674496323,100,Black,OtherRight,43,Control,5,0,0.111602466440334,45.9470674496323,100,Control
113,user_38_testimonial_37_stimuli_113_.mp4,user_642_experiment_415_reaction_12041_.mp4,642,Just Mercy,woman,"Hispanic or Latino,White",1,Formerly Incarcerated,0,0.524240163695888,29.9869425321925,100,Black,Liberal,49,Intervention,4,0,0.524240163695888,29.9869425321925,100,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_646_experiment_419_reaction_13006_.mp4,646,Just Mercy,man,"White",2,Student,1,0.771781747073247,24.6094942003988,97,Black,Liberal,54,Intervention,7,0,0.771781747073247,24.6094942003988,97,Intervention
113,user_38_testimonial_37_stimuli_113_.mp4,user_651_experiment_424_reaction_14361_.mp4,651,Concussion,man,"White",2,Formerly Incarcerated,0,0.27084305912924,32.7594714896388,74,Black,OtherRight,56,Control,6,0,0.27084305912924,32.7594714896388,74,Control
